feature	chromosome	start	end	SLX-17921.D702tp_D503tp.H5J55BBXY.s_8.r_1	SLX-17921.D703tp_D506tp.H5J55BBXY.s_8.r_1
10:54000001-54500000	10	54000001	54500000	0.968	0.934
10:54500001-55000000	10	54500001	55000000	1.033	1.067
10:55000001-55500000	10	55000001	55500000	1.067	1.002
10:56000001-56500000	10	56000001	56500000	0.955	1.08
10:56500001-57000000	10	56500001	57000000	1.045	0.98
10:57000001-57500000	10	57000001	57500000	0.994	0.988
10:58000001-58500000	10	58000001	58500000	0.955	1.01
10:58500001-59000000	10	58500001	59000000	0.982	1.028
10:59500001-60000000	10	59500001	60000000	1.043	0.945
10:60000001-60500000	10	60000001	60500000	1.026	1.002
10:60500001-61000000	10	60500001	61000000	1.066	0.954
10:61000001-61500000	10	61000001	61500000	0.994	0.97
10:61500001-62000000	10	61500001	62000000	1.06	0.978
10:62000001-62500000	10	62000001	62500000	1.018	0.988
10:62500001-63000000	10	62500001	63000000	1.128	1.027
10:63000001-63500000	10	63000001	63500000	0.861	0.943
10:63500001-64000000	10	63500001	64000000	0.994	1.053
10:64000001-64500000	10	64000001	64500000	1.072	0.975
10:64500001-65000000	10	64500001	65000000	0.897	1.071
10:65000001-65500000	10	65000001	65500000	0.925	0.97
10:65500001-66000000	10	65500001	66000000	0.954	0.952
10:66000001-66500000	10	66000001	66500000	0.969	1.038
10:66500001-67000000	10	66500001	67000000	1.045	1.018
10:67000001-67500000	10	67000001	67500000	0.957	1.047
10:67500001-68000000	10	67500001	68000000	0.958	1.025
10:68000001-68500000	10	68000001	68500000	0.895	0.907
10:68500001-69000000	10	68500001	69000000	0.979	0.938
10:69000001-69500000	10	69000001	69500000	0.916	0.977
10:70000001-70500000	10	70000001	70500000	0.961	0.951
10:70500001-71000000	10	70500001	71000000	1.048	1.064
10:71000001-71500000	10	71000001	71500000	1.031	1.024
10:71500001-72000000	10	71500001	72000000	0.959	0.93
10:72000001-72500000	10	72000001	72500000	1.078	1.04
10:72500001-73000000	10	72500001	73000000	0.897	0.909
10:73000001-73500000	10	73000001	73500000	1.054	1.03
10:73500001-74000000	10	73500001	74000000	1.116	1.177
10:74000001-74500000	10	74000001	74500000	0.913	0.997
10:74500001-75000000	10	74500001	75000000	1.042	0.972
10:75000001-75500000	10	75000001	75500000	0.933	0.996
10:75500001-76000000	10	75500001	76000000	1.077	1.014
10:76000001-76500000	10	76000001	76500000	0.949	1.037
10:76500001-77000000	10	76500001	77000000	1.182	1.081
10:77500001-78000000	10	77500001	78000000	1.123	1.065
10:78000001-78500000	10	78000001	78500000	1.041	1.031
10:78500001-79000000	10	78500001	79000000	1.061	1.017
10:80000001-80500000	10	80000001	80500000	1.1	1.014
10:80500001-81000000	10	80500001	81000000	1.066	1.071
10:81000001-81500000	10	81000001	81500000	0.957	1.016
10:81500001-82000000	10	81500001	82000000	1.127	1.019
10:82000001-82500000	10	82000001	82500000	0.921	0.939
10:82500001-83000000	10	82500001	83000000	0.977	0.937
10:83000001-83500000	10	83000001	83500000	0.972	1.012
10:83500001-84000000	10	83500001	84000000	0.966	0.933
10:84000001-84500000	10	84000001	84500000	1.005	1.049
10:84500001-85000000	10	84500001	85000000	1.017	0.987
10:85000001-85500000	10	85000001	85500000	0.998	1.008
10:85500001-86000000	10	85500001	86000000	0.965	1.008
10:86000001-86500000	10	86000001	86500000	1.119	1.035
10:86500001-87000000	10	86500001	87000000	1.009	1.119
10:87500001-88000000	10	87500001	88000000	0.945	0.943
10:88500001-89000000	10	88500001	89000000	1.121	0.973
10:89000001-89500000	10	89000001	89500000	1.002	0.99
10:90000001-90500000	10	90000001	90500000	1.088	1.046
10:90500001-91000000	10	90500001	91000000	1.022	0.968
10:91000001-91500000	10	91000001	91500000	1.016	1.04
10:91500001-92000000	10	91500001	92000000	1.048	0.98
10:92000001-92500000	10	92000001	92500000	1.031	1.026
10:92500001-93000000	10	92500001	93000000	0.971	0.949
10:93000001-93500000	10	93000001	93500000	0.987	0.971
10:93500001-94000000	10	93500001	94000000	0.945	1.002
10:94000001-94500000	10	94000001	94500000	1.099	1.036
10:95000001-95500000	10	95000001	95500000	1.014	0.954
10:95500001-96000000	10	95500001	96000000	0.989	0.987
10:96000001-96500000	10	96000001	96500000	1.094	1.029
10:96500001-97000000	10	96500001	97000000	0.913	0.959
10:97000001-97500000	10	97000001	97500000	1.034	1.005
10:97500001-98000000	10	97500001	98000000	1.107	1.134
10:98000001-98500000	10	98000001	98500000	1.067	1.048
10:98500001-99000000	10	98500001	99000000	1.045	1.044
10:99000001-99500000	10	99000001	99500000	1.023	1.04
10:99500001-100000000	10	99500001	100000000	0.92	0.982
10:100500001-101000000	10	100500001	101000000	0.936	0.986
10:101000001-101500000	10	101000001	101500000	0.928	1.047
10:101500001-102000000	10	101500001	102000000	0.962	0.957
10:102000001-102500000	10	102000001	102500000	0.929	0.993
10:102500001-103000000	10	102500001	103000000	0.938	1
10:103000001-103500000	10	103000001	103500000	0.984	1.047
10:103500001-104000000	10	103500001	104000000	1.047	0.93
10:104000001-104500000	10	104000001	104500000	1.058	0.96
10:104500001-105000000	10	104500001	105000000	0.981	1.101
10:105000001-105500000	10	105000001	105500000	0.948	1.042
10:105500001-106000000	10	105500001	106000000	0.955	0.972
10:106000001-106500000	10	106000001	106500000	0.931	0.983
10:106500001-107000000	10	106500001	107000000	0.969	1.046
10:107000001-107500000	10	107000001	107500000	0.941	1.006
10:107500001-108000000	10	107500001	108000000	0.943	0.989
10:108000001-108500000	10	108000001	108500000	0.884	0.996
10:108500001-109000000	10	108500001	109000000	0.985	0.998
10:109000001-109500000	10	109000001	109500000	0.959	1.027
10:110000001-110500000	10	110000001	110500000	1.039	0.926
10:110500001-111000000	10	110500001	111000000	0.878	0.9
10:111000001-111500000	10	111000001	111500000	1.07	1.029
10:111500001-112000000	10	111500001	112000000	1.026	1.037
10:112000001-112500000	10	112000001	112500000	0.907	1.022
10:113000001-113500000	10	113000001	113500000	0.991	0.927
10:113500001-114000000	10	113500001	114000000	0.879	1.042
10:114000001-114500000	10	114000001	114500000	1.034	0.992
10:114500001-115000000	10	114500001	115000000	1.026	0.988
10:115500001-116000000	10	115500001	116000000	0.935	0.987
10:116000001-116500000	10	116000001	116500000	1.013	1.044
10:116500001-117000000	10	116500001	117000000	1	0.993
10:117000001-117500000	10	117000001	117500000	1.001	1.01
10:117500001-118000000	10	117500001	118000000	1.072	1.06
10:118000001-118500000	10	118000001	118500000	1.054	0.991
10:118500001-119000000	10	118500001	119000000	1.074	1.013
10:119000001-119500000	10	119000001	119500000	1.021	0.876
10:119500001-120000000	10	119500001	120000000	0.976	0.91
10:120000001-120500000	10	120000001	120500000	1.065	0.971
10:120500001-121000000	10	120500001	121000000	1.07	1.02
10:121000001-121500000	10	121000001	121500000	0.999	1.053
10:121500001-122000000	10	121500001	122000000	1.001	0.953
10:122000001-122500000	10	122000001	122500000	1.172	0.987
10:122500001-123000000	10	122500001	123000000	1.029	1.023
10:123500001-124000000	10	123500001	124000000	0.939	0.965
10:124000001-124500000	10	124000001	124500000	1.054	1.018
10:124500001-125000000	10	124500001	125000000	0.969	0.975
10:125000001-125500000	10	125000001	125500000	0.956	1.067
10:126000001-126500000	10	126000001	126500000	0.981	0.997
10:126500001-127000000	10	126500001	127000000	1.05	1.086
10:127000001-127500000	10	127000001	127500000	1.002	1.085
10:127500001-128000000	10	127500001	128000000	0.985	1.016
10:128000001-128500000	10	128000001	128500000	1.009	1.001
10:128500001-129000000	10	128500001	129000000	1.044	1.009
10:129000001-129500000	10	129000001	129500000	0.996	0.954
10:130000001-130500000	10	130000001	130500000	0.964	0.944
10:130500001-131000000	10	130500001	131000000	1.016	1.045
10:131000001-131500000	10	131000001	131500000	0.926	0.98
10:131500001-132000000	10	131500001	132000000	0.958	0.97
10:132000001-132500000	10	132000001	132500000	1.032	1.002
10:132500001-133000000	10	132500001	133000000	0.965	1.005
10:133000001-133500000	10	133000001	133500000	1.133	1.097
11:500001-1000000	11	500001	1000000	0.983	1.031
11:1000001-1500000	11	1000001	1500000	1.111	1.144
11:1500001-2000000	11	1500001	2000000	1.036	1.015
11:2000001-2500000	11	2000001	2500000	0.993	1.001
11:2500001-3000000	11	2500001	3000000	0.991	0.909
11:4500001-5000000	11	4500001	5000000	1.058	1.052
11:5000001-5500000	11	5000001	5500000	1.088	0.979
11:5500001-6000000	11	5500001	6000000	0.812	0.956
11:6000001-6500000	11	6000001	6500000	1.042	1.03
11:6500001-7000000	11	6500001	7000000	0.971	0.943
11:7000001-7500000	11	7000001	7500000	0.973	0.974
11:7500001-8000000	11	7500001	8000000	1.084	1.025
11:8500001-9000000	11	8500001	9000000	1.001	0.977
11:9000001-9500000	11	9000001	9500000	1.048	0.989
11:9500001-10000000	11	9500001	10000000	0.979	0.984
11:10000001-10500000	11	10000001	10500000	1.043	0.947
11:11000001-11500000	11	11000001	11500000	1.078	0.99
11:11500001-12000000	11	11500001	12000000	1.117	1.03
11:12000001-12500000	11	12000001	12500000	1.113	0.995
11:12500001-13000000	11	12500001	13000000	1.03	0.982
11:13000001-13500000	11	13000001	13500000	1.039	0.993
11:13500001-14000000	11	13500001	14000000	1.106	1.078
11:14000001-14500000	11	14000001	14500000	1.015	1.06
11:14500001-15000000	11	14500001	15000000	1.075	1.073
11:15000001-15500000	11	15000001	15500000	0.973	0.92
11:15500001-16000000	11	15500001	16000000	0.905	1.017
11:16000001-16500000	11	16000001	16500000	1.036	1.065
11:16500001-17000000	11	16500001	17000000	0.982	1.014
11:17000001-17500000	11	17000001	17500000	0.975	1.008
11:17500001-18000000	11	17500001	18000000	1.025	1.032
11:18000001-18500000	11	18000001	18500000	0.92	1.028
11:18500001-19000000	11	18500001	19000000	1.069	1.089
11:19000001-19500000	11	19000001	19500000	1.038	1.041
11:19500001-20000000	11	19500001	20000000	0.93	0.959
11:20000001-20500000	11	20000001	20500000	0.898	0.935
11:20500001-21000000	11	20500001	21000000	0.968	1.07
11:21000001-21500000	11	21000001	21500000	1.049	0.918
11:21500001-22000000	11	21500001	22000000	0.873	1.024
11:22000001-22500000	11	22000001	22500000	1.106	1.101
11:22500001-23000000	11	22500001	23000000	0.969	0.999
11:23000001-23500000	11	23000001	23500000	0.969	1.048
11:23500001-24000000	11	23500001	24000000	1.017	0.913
11:24000001-24500000	11	24000001	24500000	1.021	0.991
11:25000001-25500000	11	25000001	25500000	1.012	0.961
11:25500001-26000000	11	25500001	26000000	0.92	0.955
11:26000001-26500000	11	26000001	26500000	1.016	1.059
11:26500001-27000000	11	26500001	27000000	0.975	0.991
11:27000001-27500000	11	27000001	27500000	1.008	1.069
11:28000001-28500000	11	28000001	28500000	1.073	1.011
11:28500001-29000000	11	28500001	29000000	1.115	1.019
11:29000001-29500000	11	29000001	29500000	0.979	0.963
11:29500001-30000000	11	29500001	30000000	0.975	1.013
11:30000001-30500000	11	30000001	30500000	1.005	0.988
11:30500001-31000000	11	30500001	31000000	1.087	0.989
11:31000001-31500000	11	31000001	31500000	1.116	1.001
11:31500001-32000000	11	31500001	32000000	1.037	1.079
11:32000001-32500000	11	32000001	32500000	0.987	1.057
11:32500001-33000000	11	32500001	33000000	0.986	0.999
11:33000001-33500000	11	33000001	33500000	0.919	0.94
11:33500001-34000000	11	33500001	34000000	0.913	0.968
11:34000001-34500000	11	34000001	34500000	1.02	0.963
11:34500001-35000000	11	34500001	35000000	1.11	1.028
11:35500001-36000000	11	35500001	36000000	0.98	1.023
11:36000001-36500000	11	36000001	36500000	0.981	0.944
11:36500001-37000000	11	36500001	37000000	1.101	1.031
11:37000001-37500000	11	37000001	37500000	1.084	1.017
11:37500001-38000000	11	37500001	38000000	0.931	1.054
11:38000001-38500000	11	38000001	38500000	1.001	0.984
11:38500001-39000000	11	38500001	39000000	1.019	0.969
11:39000001-39500000	11	39000001	39500000	0.95	0.964
11:39500001-40000000	11	39500001	40000000	1.002	1.057
11:40000001-40500000	11	40000001	40500000	1.06	1.019
11:40500001-41000000	11	40500001	41000000	0.974	0.975
11:41000001-41500000	11	41000001	41500000	0.961	0.888
11:41500001-42000000	11	41500001	42000000	0.977	1.023
11:42000001-42500000	11	42000001	42500000	1.038	0.946
11:42500001-43000000	11	42500001	43000000	1.032	1.094
11:43000001-43500000	11	43000001	43500000	0.899	0.908
11:43500001-44000000	11	43500001	44000000	0.917	0.979
11:44000001-44500000	11	44000001	44500000	1.037	1.085
11:44500001-45000000	11	44500001	45000000	0.988	0.951
11:45000001-45500000	11	45000001	45500000	1.092	1.048
11:45500001-46000000	11	45500001	46000000	0.977	0.946
11:46000001-46500000	11	46000001	46500000	1.058	1.002
11:46500001-47000000	11	46500001	47000000	0.981	1.006
11:47500001-48000000	11	47500001	48000000	0.928	0.957
11:55500001-56000000	11	55500001	56000000	0.935	1.035
11:56000001-56500000	11	56000001	56500000	1.011	0.882
11:56500001-57000000	11	56500001	57000000	1.095	1.032
11:57000001-57500000	11	57000001	57500000	0.981	1.013
11:57500001-58000000	11	57500001	58000000	1.028	1.005
11:58000001-58500000	11	58000001	58500000	0.979	1.031
11:58500001-59000000	11	58500001	59000000	1.114	0.93
11:59000001-59500000	11	59000001	59500000	1.051	0.984
11:59500001-60000000	11	59500001	60000000	0.966	0.989
11:60000001-60500000	11	60000001	60500000	1.119	0.989
11:60500001-61000000	11	60500001	61000000	1.008	1.123
11:61000001-61500000	11	61000001	61500000	1.05	1.073
11:61500001-62000000	11	61500001	62000000	1.027	1.047
11:62000001-62500000	11	62000001	62500000	1.069	1.032
11:62500001-63000000	11	62500001	63000000	0.868	1.025
11:63500001-64000000	11	63500001	64000000	0.956	0.958
11:64500001-65000000	11	64500001	65000000	1.001	0.99
11:65500001-66000000	11	65500001	66000000	0.841	0.842
11:66000001-66500000	11	66000001	66500000	0.948	0.952
11:66500001-67000000	11	66500001	67000000	1.064	1.029
11:67000001-67500000	11	67000001	67500000	0.957	1.01
11:68000001-68500000	11	68000001	68500000	0.903	0.957
11:68500001-69000000	11	68500001	69000000	1.063	1.123
11:69000001-69500000	11	69000001	69500000	1.008	0.957
11:69500001-70000000	11	69500001	70000000	1.119	0.96
11:70000001-70500000	11	70000001	70500000	1.056	1.068
11:70500001-71000000	11	70500001	71000000	1.06	1.06
11:71000001-71500000	11	71000001	71500000	1.007	1.035
11:72000001-72500000	11	72000001	72500000	1.024	0.963
11:72500001-73000000	11	72500001	73000000	1.03	0.948
11:73000001-73500000	11	73000001	73500000	0.97	0.872
11:74000001-74500000	11	74000001	74500000	1.04	0.982
11:74500001-75000000	11	74500001	75000000	0.936	1.013
11:75000001-75500000	11	75000001	75500000	1.059	1.072
11:75500001-76000000	11	75500001	76000000	0.979	0.994
11:76000001-76500000	11	76000001	76500000	0.867	0.952
11:76500001-77000000	11	76500001	77000000	0.992	1
11:77000001-77500000	11	77000001	77500000	1.011	0.941
11:77500001-78000000	11	77500001	78000000	1.044	1.062
11:78000001-78500000	11	78000001	78500000	0.916	0.932
11:78500001-79000000	11	78500001	79000000	1.028	1.031
11:79000001-79500000	11	79000001	79500000	0.909	1.003
11:79500001-80000000	11	79500001	80000000	1.006	1.007
11:80000001-80500000	11	80000001	80500000	1.035	0.974
11:80500001-81000000	11	80500001	81000000	1.011	0.97
11:81000001-81500000	11	81000001	81500000	1.026	1.055
11:82000001-82500000	11	82000001	82500000	1.045	1.028
11:82500001-83000000	11	82500001	83000000	1.006	1.038
11:83000001-83500000	11	83000001	83500000	1.006	1.023
11:83500001-84000000	11	83500001	84000000	1.089	1.057
11:84000001-84500000	11	84000001	84500000	1.031	1.024
11:84500001-85000000	11	84500001	85000000	0.938	1.064
11:85000001-85500000	11	85000001	85500000	0.992	1.073
11:85500001-86000000	11	85500001	86000000	0.949	1.018
11:86000001-86500000	11	86000001	86500000	0.979	0.938
11:86500001-87000000	11	86500001	87000000	1.099	1.205
11:87000001-87500000	11	87000001	87500000	1.03	0.96
11:88000001-88500000	11	88000001	88500000	1.003	0.954
11:88500001-89000000	11	88500001	89000000	0.943	0.945
11:90500001-91000000	11	90500001	91000000	0.897	0.901
11:91000001-91500000	11	91000001	91500000	0.911	0.948
11:91500001-92000000	11	91500001	92000000	0.92	0.924
11:92000001-92500000	11	92000001	92500000	1.036	0.955
11:92500001-93000000	11	92500001	93000000	0.992	0.999
11:93000001-93500000	11	93000001	93500000	1.026	1.028
11:93500001-94000000	11	93500001	94000000	0.99	0.945
11:94000001-94500000	11	94000001	94500000	1.131	1.093
11:94500001-95000000	11	94500001	95000000	0.979	1.011
11:95000001-95500000	11	95000001	95500000	0.946	0.966
11:95500001-96000000	11	95500001	96000000	0.935	1.004
11:96000001-96500000	11	96000001	96500000	0.925	0.975
11:96500001-97000000	11	96500001	97000000	1.156	1.03
11:97000001-97500000	11	97000001	97500000	1	1.05
11:97500001-98000000	11	97500001	98000000	0.933	0.965
11:98000001-98500000	11	98000001	98500000	1.013	0.956
11:98500001-99000000	11	98500001	99000000	0.96	1.013
11:99000001-99500000	11	99000001	99500000	1.064	1.013
11:99500001-100000000	11	99500001	100000000	1.05	1.041
11:100000001-100500000	11	100000001	100500000	0.986	0.964
11:100500001-101000000	11	100500001	101000000	1.027	0.995
11:101000001-101500000	11	101000001	101500000	0.971	0.987
11:101500001-102000000	11	101500001	102000000	0.926	1.09
11:102000001-102500000	11	102000001	102500000	0.958	0.984
11:102500001-103000000	11	102500001	103000000	0.952	0.992
11:103500001-104000000	11	103500001	104000000	0.948	1.093
11:104000001-104500000	11	104000001	104500000	0.987	0.971
11:104500001-105000000	11	104500001	105000000	1.001	0.959
11:105000001-105500000	11	105000001	105500000	0.949	1.037
11:105500001-106000000	11	105500001	106000000	1.069	0.963
11:106000001-106500000	11	106000001	106500000	0.887	0.959
11:106500001-107000000	11	106500001	107000000	0.929	0.99
11:107000001-107500000	11	107000001	107500000	0.953	0.932
11:107500001-108000000	11	107500001	108000000	1.114	1.001
11:108000001-108500000	11	108000001	108500000	0.971	0.936
11:108500001-109000000	11	108500001	109000000	1.026	0.999
11:109000001-109500000	11	109000001	109500000	1.144	1.019
11:109500001-110000000	11	109500001	110000000	0.987	0.971
11:110000001-110500000	11	110000001	110500000	0.868	0.986
11:111000001-111500000	11	111000001	111500000	0.953	1.017
11:111500001-112000000	11	111500001	112000000	0.892	0.957
11:112000001-112500000	11	112000001	112500000	0.939	1.017
11:112500001-113000000	11	112500001	113000000	0.979	1.017
11:113000001-113500000	11	113000001	113500000	1.007	1.07
11:113500001-114000000	11	113500001	114000000	1.072	1.005
11:114500001-115000000	11	114500001	115000000	1.044	1.026
11:115000001-115500000	11	115000001	115500000	0.906	1.014
11:115500001-116000000	11	115500001	116000000	0.996	1.012
11:116000001-116500000	11	116000001	116500000	1.066	1.075
11:116500001-117000000	11	116500001	117000000	0.951	0.961
11:117000001-117500000	11	117000001	117500000	0.978	1.009
11:117500001-118000000	11	117500001	118000000	1.113	1.068
11:118000001-118500000	11	118000001	118500000	1.102	0.88
11:118500001-119000000	11	118500001	119000000	1.059	1.068
11:119000001-119500000	11	119000001	119500000	0.879	0.976
11:119500001-120000000	11	119500001	120000000	1.088	1.031
