feature	chromosome	start	end	SLX-16150.D712tp_D507tp.HC22VBBXY.s_3.r_1	SLX-17921.D702tp_D506tp.H5J55BBXY.s_8.r_1
2:60500001-61000000	2	60500001	61000000	0.955	0.989
2:61000001-61500000	2	61000001	61500000	0.889	0.879
2:61500001-62000000	2	61500001	62000000	0.932	0.937
2:62000001-62500000	2	62000001	62500000	1.006	1.031
2:62500001-63000000	2	62500001	63000000	1.1	1.121
2:63000001-63500000	2	63000001	63500000	1.047	0.975
2:63500001-64000000	2	63500001	64000000	0.953	1.009
2:64000001-64500000	2	64000001	64500000	0.957	0.94
2:64500001-65000000	2	64500001	65000000	0.942	0.944
2:65000001-65500000	2	65000001	65500000	0.909	0.977
2:65500001-66000000	2	65500001	66000000	1.137	1.094
2:66000001-66500000	2	66000001	66500000	1.033	1.181
2:66500001-67000000	2	66500001	67000000	1.032	1.111
2:67000001-67500000	2	67000001	67500000	1.156	1.01
2:68000001-68500000	2	68000001	68500000	0.924	0.918
2:68500001-69000000	2	68500001	69000000	0.94	1.015
2:69000001-69500000	2	69000001	69500000	0.926	0.931
2:69500001-70000000	2	69500001	70000000	0.936	0.823
2:70000001-70500000	2	70000001	70500000	0.933	0.958
2:70500001-71000000	2	70500001	71000000	0.996	1.083
2:71000001-71500000	2	71000001	71500000	1.046	0.97
2:71500001-72000000	2	71500001	72000000	0.998	1.001
2:72000001-72500000	2	72000001	72500000	1.147	1.107
2:72500001-73000000	2	72500001	73000000	0.968	0.954
2:73000001-73500000	2	73000001	73500000	1.006	1.044
2:73500001-74000000	2	73500001	74000000	0.899	1.019
2:74000001-74500000	2	74000001	74500000	0.917	0.949
2:74500001-75000000	2	74500001	75000000	1.001	1.041
2:75500001-76000000	2	75500001	76000000	0.903	1.041
2:76000001-76500000	2	76000001	76500000	0.929	0.956
2:76500001-77000000	2	76500001	77000000	1.065	1.048
2:77000001-77500000	2	77000001	77500000	0.948	1.06
2:77500001-78000000	2	77500001	78000000	0.926	0.94
2:78000001-78500000	2	78000001	78500000	0.973	0.972
2:78500001-79000000	2	78500001	79000000	1.026	1.027
2:79000001-79500000	2	79000001	79500000	1.031	1.076
2:79500001-80000000	2	79500001	80000000	1.044	0.947
2:80000001-80500000	2	80000001	80500000	1.105	1.027
2:80500001-81000000	2	80500001	81000000	0.914	0.989
2:81000001-81500000	2	81000001	81500000	0.953	0.982
2:82000001-82500000	2	82000001	82500000	0.981	0.967
2:83000001-83500000	2	83000001	83500000	1.039	0.999
2:83500001-84000000	2	83500001	84000000	1.072	0.971
2:84000001-84500000	2	84000001	84500000	0.999	1.006
2:84500001-85000000	2	84500001	85000000	0.923	0.975
2:85500001-86000000	2	85500001	86000000	0.972	0.96
2:86000001-86500000	2	86000001	86500000	0.804	0.932
2:88000001-88500000	2	88000001	88500000	1.012	1.047
2:95000001-95500000	2	95000001	95500000	1.031	1.09
2:96000001-96500000	2	96000001	96500000	1.068	0.994
2:96500001-97000000	2	96500001	97000000	1.076	0.965
2:98000001-98500000	2	98000001	98500000	0.983	1.074
2:98500001-99000000	2	98500001	99000000	1.008	0.892
2:99000001-99500000	2	99000001	99500000	0.85	1.031
2:99500001-100000000	2	99500001	100000000	1.069	1.091
2:100000001-100500000	2	100000001	100500000	1.123	1.087
2:100500001-101000000	2	100500001	101000000	1.084	0.986
2:101000001-101500000	2	101000001	101500000	1.081	0.942
2:101500001-102000000	2	101500001	102000000	0.969	0.958
2:103000001-103500000	2	103000001	103500000	1.023	1.032
2:103500001-104000000	2	103500001	104000000	1.008	1.091
2:104000001-104500000	2	104000001	104500000	1.013	0.951
2:104500001-105000000	2	104500001	105000000	1.002	1.156
2:105000001-105500000	2	105000001	105500000	1.013	0.93
2:105500001-106000000	2	105500001	106000000	1.011	0.965
2:106500001-107000000	2	106500001	107000000	0.985	1.068
2:107000001-107500000	2	107000001	107500000	1.045	1.05
2:107500001-108000000	2	107500001	108000000	1.027	1.075
2:108000001-108500000	2	108000001	108500000	0.997	1.07
2:109000001-109500000	2	109000001	109500000	1.005	1.122
2:112500001-113000000	2	112500001	113000000	0.971	0.983
2:114000001-114500000	2	114000001	114500000	0.99	1.035
2:114500001-115000000	2	114500001	115000000	0.97	0.991
2:115000001-115500000	2	115000001	115500000	0.981	1.005
2:115500001-116000000	2	115500001	116000000	0.968	1.002
2:116000001-116500000	2	116000001	116500000	0.939	0.874
2:117500001-118000000	2	117500001	118000000	1.05	1.051
2:118000001-118500000	2	118000001	118500000	1.021	0.947
2:118500001-119000000	2	118500001	119000000	1.029	1.07
2:119000001-119500000	2	119000001	119500000	1.016	0.983
2:119500001-120000000	2	119500001	120000000	0.923	0.942
2:120500001-121000000	2	120500001	121000000	1.108	1.012
2:121500001-122000000	2	121500001	122000000	0.875	1.029
2:122000001-122500000	2	122000001	122500000	1.098	1.012
2:122500001-123000000	2	122500001	123000000	1.024	1.012
2:123000001-123500000	2	123000001	123500000	0.989	0.987
2:123500001-124000000	2	123500001	124000000	0.995	1.023
2:124000001-124500000	2	124000001	124500000	0.922	1.012
2:125000001-125500000	2	125000001	125500000	1.006	1.026
2:126000001-126500000	2	126000001	126500000	0.989	1.018
2:126500001-127000000	2	126500001	127000000	0.924	1.033
2:127000001-127500000	2	127000001	127500000	1.048	0.988
2:127500001-128000000	2	127500001	128000000	0.997	0.988
2:128000001-128500000	2	128000001	128500000	0.965	1.029
2:128500001-129000000	2	128500001	129000000	1.061	1.12
2:129500001-130000000	2	129500001	130000000	1.042	1.17
2:132500001-133000000	2	132500001	133000000	0.956	0.994
2:133000001-133500000	2	133000001	133500000	1.082	1.011
2:133500001-134000000	2	133500001	134000000	1.038	1.059
2:134000001-134500000	2	134000001	134500000	1.043	1.049
2:134500001-135000000	2	134500001	135000000	1.134	1.065
2:135000001-135500000	2	135000001	135500000	1.052	1.068
2:135500001-136000000	2	135500001	136000000	1.052	0.958
2:136000001-136500000	2	136000001	136500000	0.995	0.943
2:136500001-137000000	2	136500001	137000000	0.982	1.106
2:137000001-137500000	2	137000001	137500000	1.075	1.175
2:137500001-138000000	2	137500001	138000000	0.972	0.994
2:138000001-138500000	2	138000001	138500000	1.009	0.989
2:138500001-139000000	2	138500001	139000000	1.058	0.905
2:139000001-139500000	2	139000001	139500000	0.977	0.99
2:139500001-140000000	2	139500001	140000000	1.017	0.982
2:140500001-141000000	2	140500001	141000000	1.031	0.993
2:141000001-141500000	2	141000001	141500000	1.116	0.894
2:141500001-142000000	2	141500001	142000000	0.999	1.039
2:142000001-142500000	2	142000001	142500000	0.995	1.052
2:142500001-143000000	2	142500001	143000000	1.114	0.98
2:143500001-144000000	2	143500001	144000000	1.022	1.002
2:144000001-144500000	2	144000001	144500000	0.985	0.991
2:144500001-145000000	2	144500001	145000000	0.953	0.967
2:145000001-145500000	2	145000001	145500000	1.046	0.998
2:145500001-146000000	2	145500001	146000000	1.003	0.989
2:146000001-146500000	2	146000001	146500000	0.993	1.024
2:146500001-147000000	2	146500001	147000000	0.979	1.003
2:147500001-148000000	2	147500001	148000000	0.957	0.995
2:148000001-148500000	2	148000001	148500000	1.027	1.02
2:149000001-149500000	2	149000001	149500000	1.119	1.064
2:149500001-150000000	2	149500001	150000000	1.001	0.981
2:150000001-150500000	2	150000001	150500000	0.929	0.985
2:150500001-151000000	2	150500001	151000000	1.013	1.015
2:151000001-151500000	2	151000001	151500000	0.938	0.98
2:151500001-152000000	2	151500001	152000000	1.056	1.043
2:152000001-152500000	2	152000001	152500000	0.957	0.967
2:152500001-153000000	2	152500001	153000000	0.947	0.949
2:153000001-153500000	2	153000001	153500000	0.964	0.934
2:153500001-154000000	2	153500001	154000000	0.976	1.005
2:154000001-154500000	2	154000001	154500000	1.056	0.995
2:154500001-155000000	2	154500001	155000000	1.056	1.047
2:155500001-156000000	2	155500001	156000000	1.063	0.923
2:156000001-156500000	2	156000001	156500000	0.971	0.93
2:157000001-157500000	2	157000001	157500000	1.025	1.003
2:157500001-158000000	2	157500001	158000000	1.006	1.027
2:158000001-158500000	2	158000001	158500000	1.145	1.092
2:158500001-159000000	2	158500001	159000000	0.939	1.062
2:159000001-159500000	2	159000001	159500000	0.957	0.957
2:159500001-160000000	2	159500001	160000000	0.946	0.955
2:160000001-160500000	2	160000001	160500000	0.98	0.969
2:160500001-161000000	2	160500001	161000000	1.008	1.089
2:161000001-161500000	2	161000001	161500000	1.042	0.988
2:161500001-162000000	2	161500001	162000000	0.997	1.021
2:162000001-162500000	2	162000001	162500000	1.054	0.973
2:163000001-163500000	2	163000001	163500000	1.072	0.914
2:163500001-164000000	2	163500001	164000000	1.051	1
2:164500001-165000000	2	164500001	165000000	0.953	0.963
2:165000001-165500000	2	165000001	165500000	1.064	1.015
2:165500001-166000000	2	165500001	166000000	1.001	0.99
2:166500001-167000000	2	166500001	167000000	0.998	1.027
2:167500001-168000000	2	167500001	168000000	1.085	1.001
2:168000001-168500000	2	168000001	168500000	1.005	0.987
2:169000001-169500000	2	169000001	169500000	1.075	1.04
2:169500001-170000000	2	169500001	170000000	0.983	0.91
2:170000001-170500000	2	170000001	170500000	1.043	1.002
2:170500001-171000000	2	170500001	171000000	1.032	1.058
2:171000001-171500000	2	171000001	171500000	0.976	1.021
2:171500001-172000000	2	171500001	172000000	0.993	0.935
2:172000001-172500000	2	172000001	172500000	0.929	1.03
2:172500001-173000000	2	172500001	173000000	1.069	0.987
2:173000001-173500000	2	173000001	173500000	0.99	0.994
2:173500001-174000000	2	173500001	174000000	1.055	1.018
2:174000001-174500000	2	174000001	174500000	0.892	0.96
2:174500001-175000000	2	174500001	175000000	0.96	0.941
2:175000001-175500000	2	175000001	175500000	1.025	1.039
2:175500001-176000000	2	175500001	176000000	0.904	1.064
2:176000001-176500000	2	176000001	176500000	0.946	1.009
2:176500001-177000000	2	176500001	177000000	1.029	1.085
2:177000001-177500000	2	177000001	177500000	0.963	0.97
2:177500001-178000000	2	177500001	178000000	1.069	1.043
2:178000001-178500000	2	178000001	178500000	1.029	0.912
2:179000001-179500000	2	179000001	179500000	0.937	1.019
2:180000001-180500000	2	180000001	180500000	0.916	0.985
2:180500001-181000000	2	180500001	181000000	1.045	1.023
2:181000001-181500000	2	181000001	181500000	1.03	0.971
2:181500001-182000000	2	181500001	182000000	1.011	1.004
2:182000001-182500000	2	182000001	182500000	1.081	0.991
2:182500001-183000000	2	182500001	183000000	0.99	1.086
2:183000001-183500000	2	183000001	183500000	0.919	0.955
2:183500001-184000000	2	183500001	184000000	1.005	0.965
2:184000001-184500000	2	184000001	184500000	0.889	1.051
2:184500001-185000000	2	184500001	185000000	1.001	0.981
2:185000001-185500000	2	185000001	185500000	0.936	0.919
2:185500001-186000000	2	185500001	186000000	0.889	1.028
2:186000001-186500000	2	186000001	186500000	1.027	1.083
2:186500001-187000000	2	186500001	187000000	0.956	0.973
2:187000001-187500000	2	187000001	187500000	0.959	0.999
2:187500001-188000000	2	187500001	188000000	0.965	0.956
2:188000001-188500000	2	188000001	188500000	0.927	0.955
2:188500001-189000000	2	188500001	189000000	0.993	1.063
2:189000001-189500000	2	189000001	189500000	0.95	0.984
2:189500001-190000000	2	189500001	190000000	0.916	0.972
2:190000001-190500000	2	190000001	190500000	0.975	1.017
2:191000001-191500000	2	191000001	191500000	0.957	0.949
2:191500001-192000000	2	191500001	192000000	0.974	1.017
2:192000001-192500000	2	192000001	192500000	1.032	1.069
2:192500001-193000000	2	192500001	193000000	0.971	0.901
2:193000001-193500000	2	193000001	193500000	0.957	1.015
2:193500001-194000000	2	193500001	194000000	0.946	1.075
2:194000001-194500000	2	194000001	194500000	1.036	1.044
2:194500001-195000000	2	194500001	195000000	1.055	0.967
2:195000001-195500000	2	195000001	195500000	1.145	1.059
2:195500001-196000000	2	195500001	196000000	1.043	1.021
2:196500001-197000000	2	196500001	197000000	1.038	1.049
2:197000001-197500000	2	197000001	197500000	0.879	0.904
2:197500001-198000000	2	197500001	198000000	1.01	0.915
2:198000001-198500000	2	198000001	198500000	1.009	1.009
2:198500001-199000000	2	198500001	199000000	1.008	1.069
2:199000001-199500000	2	199000001	199500000	1.049	1.053
2:199500001-200000000	2	199500001	200000000	0.929	0.92
2:200000001-200500000	2	200000001	200500000	1.036	1.038
2:200500001-201000000	2	200500001	201000000	0.948	0.902
2:202000001-202500000	2	202000001	202500000	0.896	1.005
2:203000001-203500000	2	203000001	203500000	0.899	0.903
2:203500001-204000000	2	203500001	204000000	1.002	1.042
2:204000001-204500000	2	204000001	204500000	1.085	1.134
2:204500001-205000000	2	204500001	205000000	1.002	1.051
2:205000001-205500000	2	205000001	205500000	0.947	0.977
2:205500001-206000000	2	205500001	206000000	1.087	0.934
2:206000001-206500000	2	206000001	206500000	1.089	1.034
2:206500001-207000000	2	206500001	207000000	1.032	1.01
2:207000001-207500000	2	207000001	207500000	1.055	0.991
2:207500001-208000000	2	207500001	208000000	0.923	0.971
2:208000001-208500000	2	208000001	208500000	0.979	0.967
2:208500001-209000000	2	208500001	209000000	1.084	1.106
2:209000001-209500000	2	209000001	209500000	1.078	0.965
2:209500001-210000000	2	209500001	210000000	1.062	1.1
2:210000001-210500000	2	210000001	210500000	0.957	0.943
2:210500001-211000000	2	210500001	211000000	1.021	1.082
2:211000001-211500000	2	211000001	211500000	0.995	0.968
2:212000001-212500000	2	212000001	212500000	1.04	0.982
2:212500001-213000000	2	212500001	213000000	0.961	1.052
2:213000001-213500000	2	213000001	213500000	1.032	1.059
2:213500001-214000000	2	213500001	214000000	1.098	1.096
2:214000001-214500000	2	214000001	214500000	0.968	0.945
2:214500001-215000000	2	214500001	215000000	1.013	0.938
2:215000001-215500000	2	215000001	215500000	0.962	0.977
2:216000001-216500000	2	216000001	216500000	0.981	0.946
2:216500001-217000000	2	216500001	217000000	1.042	1.091
2:217000001-217500000	2	217000001	217500000	1.02	1.051
2:217500001-218000000	2	217500001	218000000	1.012	0.947
2:218000001-218500000	2	218000001	218500000	0.955	0.919
2:218500001-219000000	2	218500001	219000000	1.149	0.969
2:219000001-219500000	2	219000001	219500000	1.031	0.999
2:219500001-220000000	2	219500001	220000000	0.975	1.077
2:220000001-220500000	2	220000001	220500000	0.958	1.018
2:220500001-221000000	2	220500001	221000000	1.026	1.105
2:221000001-221500000	2	221000001	221500000	0.991	1.006
2:221500001-222000000	2	221500001	222000000	0.987	1.031
2:222000001-222500000	2	222000001	222500000	1.014	0.993
2:222500001-223000000	2	222500001	223000000	0.933	0.89
2:223000001-223500000	2	223000001	223500000	0.94	1.047
2:223500001-224000000	2	223500001	224000000	1.02	0.944
2:224000001-224500000	2	224000001	224500000	0.993	1.054
2:224500001-225000000	2	224500001	225000000	0.948	0.987
2:225000001-225500000	2	225000001	225500000	0.942	1.052
2:225500001-226000000	2	225500001	226000000	0.961	1.048
2:226000001-226500000	2	226000001	226500000	0.995	1.024
2:227000001-227500000	2	227000001	227500000	0.951	0.972
2:227500001-228000000	2	227500001	228000000	1.026	0.97
2:228000001-228500000	2	228000001	228500000	1.085	1.022
2:228500001-229000000	2	228500001	229000000	1.074	1.011
2:229000001-229500000	2	229000001	229500000	0.923	0.889
2:229500001-230000000	2	229500001	230000000	1.01	1.001
2:230000001-230500000	2	230000001	230500000	0.927	0.92
2:230500001-231000000	2	230500001	231000000	0.971	0.973
2:231000001-231500000	2	231000001	231500000	1.025	1.042
2:231500001-232000000	2	231500001	232000000	1.148	1.061
2:232000001-232500000	2	232000001	232500000	0.975	1.014
2:232500001-233000000	2	232500001	233000000	0.962	0.94
2:233000001-233500000	2	233000001	233500000	0.84	0.951
2:233500001-234000000	2	233500001	234000000	1.087	1.142
2:234000001-234500000	2	234000001	234500000	1.012	1.006
2:234500001-235000000	2	234500001	235000000	1.04	1.053
2:235000001-235500000	2	235000001	235500000	1.017	1.067
2:235500001-236000000	2	235500001	236000000	1.048	0.968
2:236000001-236500000	2	236000001	236500000	1.026	1.061
2:236500001-237000000	2	236500001	237000000	0.992	1.051
2:237000001-237500000	2	237000001	237500000	1.094	0.999
2:238000001-238500000	2	238000001	238500000	0.973	1.023
2:238500001-239000000	2	238500001	239000000	1.035	1.067
2:239000001-239500000	2	239000001	239500000	1.049	0.904
2:239500001-240000000	2	239500001	240000000	0.996	0.974
2:240000001-240500000	2	240000001	240500000	0.956	1.034
2:240500001-241000000	2	240500001	241000000	1.02	1.04
2:241000001-241500000	2	241000001	241500000	1.027	0.994
2:241500001-242000000	2	241500001	242000000	0.891	0.992
3:1-500000	3	1	500000	0.957	0.945
3:500001-1000000	3	500001	1000000	1.006	1.087
3:1000001-1500000	3	1000001	1500000	0.924	1.013
3:1500001-2000000	3	1500001	2000000	0.912	1.018
3:2000001-2500000	3	2000001	2500000	0.983	0.991
3:2500001-3000000	3	2500001	3000000	0.956	0.999
3:3000001-3500000	3	3000001	3500000	0.947	0.972
3:4000001-4500000	3	4000001	4500000	1.028	1.089
3:4500001-5000000	3	4500001	5000000	0.956	0.891
3:5000001-5500000	3	5000001	5500000	0.874	0.991
3:5500001-6000000	3	5500001	6000000	0.981	1.011
3:6000001-6500000	3	6000001	6500000	0.981	0.978
3:6500001-7000000	3	6500001	7000000	1.085	1.012
3:7000001-7500000	3	7000001	7500000	0.979	1.056
3:7500001-8000000	3	7500001	8000000	0.993	1.046
3:8000001-8500000	3	8000001	8500000	0.921	1.01
3:8500001-9000000	3	8500001	9000000	1.103	1.022
3:9000001-9500000	3	9000001	9500000	0.878	0.944
3:9500001-10000000	3	9500001	10000000	0.932	0.955
3:10000001-10500000	3	10000001	10500000	1.054	1.068
3:10500001-11000000	3	10500001	11000000	1.091	0.992
3:11000001-11500000	3	11000001	11500000	1.087	1.002
3:11500001-12000000	3	11500001	12000000	1.03	0.97
3:12000001-12500000	3	12000001	12500000	0.98	1.017
3:12500001-13000000	3	12500001	13000000	0.895	0.938
3:13000001-13500000	3	13000001	13500000	0.941	1.024
3:13500001-14000000	3	13500001	14000000	0.988	1.007
3:14000001-14500000	3	14000001	14500000	1.026	0.977
3:14500001-15000000	3	14500001	15000000	0.971	0.935
3:15000001-15500000	3	15000001	15500000	1.071	0.973
3:15500001-16000000	3	15500001	16000000	0.927	0.979
3:16000001-16500000	3	16000001	16500000	0.979	0.912
3:16500001-17000000	3	16500001	17000000	0.972	0.936
3:17000001-17500000	3	17000001	17500000	1.024	0.983
3:17500001-18000000	3	17500001	18000000	0.997	0.962
3:18000001-18500000	3	18000001	18500000	1.01	1.106
3:18500001-19000000	3	18500001	19000000	1.164	0.993
3:19000001-19500000	3	19000001	19500000	0.997	1.044
3:19500001-20000000	3	19500001	20000000	0.959	1.051
3:20000001-20500000	3	20000001	20500000	0.981	1.097
3:20500001-21000000	3	20500001	21000000	0.878	0.888
3:21000001-21500000	3	21000001	21500000	1.03	0.982
3:21500001-22000000	3	21500001	22000000	0.959	1.003
3:22000001-22500000	3	22000001	22500000	0.963	1.038
3:22500001-23000000	3	22500001	23000000	1.101	1.016
3:23000001-23500000	3	23000001	23500000	0.959	1.062
3:23500001-24000000	3	23500001	24000000	0.855	0.925
3:24000001-24500000	3	24000001	24500000	1.03	1.005
3:25500001-26000000	3	25500001	26000000	0.896	0.99
3:26000001-26500000	3	26000001	26500000	0.912	0.997
